Cell_ID,Receiving_Reach_ID,Receiving_Reach_Location_[0=up;1=dn],Drainage_Area_[ha],Average_Elevation_[m],Average_Aspect_[deg],Land_Slope_[m/m],Sheet_Flow_Slope_[m/m],Sheet_Flow_Length_[m],Shallow_Concentrated_Flow_Slope_[m/m],Shallow_Concentrated_Flow_Length_[m],Concentrated_Flow_Slope_[m/m],Concentrated_Flow_Length_[m],LS_Factor,Aspect_Correlation,Orphan_Raster_Code_[T/F]
6441,644,0,10.0600,173.92,179.05,0.01556,0.00634,50.00,0.00366,50.00,0.00253,752.40,0.219,0.2853,F
6442,644,1,6.4000,173.24,56.21,0.00913,0.00235,50.00,0.00366,50.00,0.00108,166.78,0.139,0.4066,F
6443,644,1,1.6900,173.30,190.55,0.01800,0.02000,50.00,0.00001,50.00,0.00153,65.71,0.249,0.3926,F
6452,645,1,20.5000,175.16,88.00,0.02298,0.01424,50.00,0.06782,50.00,0.00522,421.63,0.336,0.4168,F
6453,645,1,19.2500,176.36,234.59,0.02579,0.00600,50.00,0.00001,50.00,0.00794,453.70,0.372,0.5661,F
6461,646,0,10.1700,180.09,199.19,0.01357,0.02137,50.00,0.03584,50.00,0.00258,636.42,0.194,0.4567,F
6462,646,1,17.6200,179.19,73.51,0.00690,0.00318,50.00,0.00483,50.00,0.00104,481.98,0.113,0.4431,F
6463,646,1,10.0900,179.07,214.14,0.00841,0.00400,50.00,0.00201,50.00,0.00832,117.78,0.135,0.7343,F
6472,647,1,9.4100,178.70,102.40,0.00758,0.00600,50.00,0.00399,50.00,0.00001,87.78,0.120,0.2276,F
6473,647,1,37.2400,179.29,225.58,0.00801,0.02200,50.00,0.00235,50.00,0.00374,853.11,0.127,0.3220,F
6481,648,0,10.0000,180.34,177.30,0.01482,0.01634,50.00,0.01765,50.00,0.00419,597.84,0.203,0.2602,F
6482,648,1,14.6100,179.25,96.80,0.00543,0.00200,50.00,0.00386,50.00,0.00098,623.05,0.095,0.2771,F
6483,648,1,8.1900,179.86,203.64,0.01285,0.02269,50.00,0.02863,50.00,0.00457,379.56,0.183,0.6216,F
6491,649,0,11.7300,180.75,212.86,0.01751,0.02200,50.00,0.00752,50.00,0.00619,472.99,0.246,0.6738,F
6492,649,1,1.5600,178.95,133.91,0.00411,0.00951,50.00,0.00049,50.00,0.00001,80.21,0.083,0.4860,F
6493,649,1,12.2800,179.75,261.75,0.00813,0.02400,50.00,0.00800,50.00,0.00652,445.06,0.130,0.5156,F
6501,650,0,11.9600,172.57,124.20,0.01803,0.03766,50.00,0.00435,50.00,0.00053,532.05,0.217,0.2544,F
6502,650,1,12.0800,172.32,90.57,0.01122,0.01903,50.00,0.00297,50.00,0.00171,644.12,0.144,0.4270,F
6503,650,1,13.0300,172.46,235.80,0.01813,0.01000,50.00,0.00201,50.00,0.00708,261.63,0.234,0.4791,F
6511,651,0,10.2500,172.39,77.22,0.01676,0.00800,50.00,0.00542,50.00,0.00100,731.99,0.203,0.1440,F
6512,651,1,0.6400,171.53,91.25,0.00497,0.00799,50.00,0.00001,19.14,0.00001,0.00,0.085,0.8203,F
6513,651,1,0.6900,171.68,143.14,0.01446,0.02399,50.00,0.00001,50.00,0.00001,54.35,0.180,0.8210,F
6521,652,0,10.0100,172.80,74.17,0.02014,0.01448,50.00,0.01152,50.00,0.00190,581.69,0.271,0.2935,F
6522,652,1,17.3600,172.14,42.72,0.01592,0.01800,50.00,0.00752,50.00,0.00111,1016.84,0.200,0.2512,F
6523,652,1,4.8800,172.22,197.68,0.03160,0.00400,50.00,0.00001,50.00,0.00417,168.14,0.377,0.4427,F
6532,653,1,9.5700,171.94,133.83,0.01229,0.00600,50.00,0.00200,50.00,0.00039,522.34,0.157,0.2389,F
6533,653,1,7.7800,171.90,302.54,0.01490,0.03800,50.00,0.00598,50.00,0.00001,287.13,0.168,0.3580,F
6542,654,1,1.7300,171.77,29.72,0.00538,0.00715,50.00,0.00082,50.00,0.00001,49.85,0.083,0.6117,F
6543,654,1,1.4700,171.80,175.79,0.00641,0.01596,50.00,0.00001,50.00,0.00001,11.92,0.098,0.6893,F
6551,655,0,10.8100,172.86,79.88,0.01837,0.01151,50.00,0.00449,50.00,0.00229,566.84,0.232,0.1447,F
6552,655,1,12.7600,171.98,30.45,0.01191,0.00635,50.00,0.00435,50.00,0.00109,425.77,0.152,0.4415,F
6553,655,1,9.5500,171.96,126.69,0.00996,0.01394,50.00,0.00001,50.00,0.00001,409.56,0.133,0.3860,F
6562,656,1,0.6700,171.71,50.17,0.00208,0.00001,50.00,0.00001,50.00,0.00001,21.57,0.041,0.2079,F
6563,656,1,2.0100,172.14,187.44,0.01292,0.00634,50.00,0.00166,50.00,0.00593,117.78,0.163,0.3334,F
6572,657,1,5.3100,171.91,82.50,0.00573,0.00800,50.00,0.00001,50.00,0.00170,352.99,0.095,0.6304,F
6573,657,1,3.3700,171.77,204.40,0.00453,0.01034,50.00,0.00360,50.00,0.00001,262.63,0.074,0.4830,F
6581,658,0,15.5100,172.79,104.55,0.01120,0.00235,50.00,0.00766,50.00,0.00225,579.56,0.163,0.1958,F
6582,658,1,3.5600,171.98,68.25,0.00477,0.00400,50.00,0.00332,50.00,0.00274,267.13,0.085,0.5940,F
6583,658,1,7.5600,172.58,148.75,0.01046,0.00600,50.00,0.00400,50.00,0.00258,542.34,0.156,0.3347,F
6592,659,1,4.4500,171.96,139.33,0.00658,0.00907,50.00,0.00762,50.00,0.00123,297.13,0.109,0.7600,F
6593,659,1,2.9600,171.83,244.69,0.00497,0.00200,50.00,0.00594,50.00,0.00001,237.13,0.083,0.7015,F
6601,660,0,10.0300,172.98,148.52,0.01015,0.00200,50.00,0.00201,50.00,0.00303,496.13,0.154,0.2034,F
6602,660,1,12.6800,172.65,83.70,0.01212,0.00366,50.00,0.00435,50.00,0.00258,504.77,0.172,0.4007,F
6603,660,1,9.4600,172.09,183.73,0.00909,0.00342,50.00,0.00576,50.00,0.00157,728.55,0.131,0.5045,F
6612,661,1,19.4800,172.27,99.19,0.00766,0.00800,50.00,0.00201,50.00,0.00290,516.48,0.119,0.3789,F
6613,661,1,30.2300,181.70,219.01,0.07509,0.01097,50.00,0.04917,50.00,0.03609,498.55,1.338,0.6961,F
6622,662,1,1.9900,172.94,357.52,0.01235,0.00517,50.00,0.00283,50.00,0.00220,364.06,0.172,0.5911,F
6623,662,1,2.7500,175.37,141.53,0.02660,0.00400,50.00,0.00800,50.00,0.02021,331.63,0.399,0.6378,F
6632,663,1,3.5000,172.59,309.46,0.00958,0.01597,50.00,0.00001,50.00,0.00001,208.14,0.125,0.7276,F
6633,663,1,0.6600,172.41,65.75,0.00087,0.00198,50.00,0.00001,50.00,0.00001,161.27,0.040,0.8802,F
6642,664,1,1.9100,172.91,316.41,0.00974,0.01000,50.00,0.00001,50.00,0.00170,235.06,0.144,0.2848,F
6643,664,1,2.2200,172.42,47.53,0.00113,0.00597,50.00,0.00001,50.00,0.00001,159.20,0.043,0.8781,F
6651,665,0,12.6400,172.90,30.77,0.01211,0.00400,50.00,0.00235,50.00,0.00139,850.62,0.164,0.2244,F
6652,665,1,4.1700,172.70,294.90,0.01098,0.02197,50.00,0.00001,50.00,0.00001,120.92,0.144,0.6629,F
6653,665,1,5.3600,172.53,31.37,0.00466,0.00342,50.00,0.00459,50.00,0.00072,419.91,0.084,0.4663,F
6661,666,0,10.0900,172.95,59.38,0.01205,0.00600,50.00,0.01546,50.00,0.00091,581.34,0.174,0.2297,F
6662,666,1,3.5800,172.42,352.65,0.00135,0.00001,50.00,0.00001,50.00,0.00001,160.56,0.044,0.7221,F
6663,666,1,2.2600,172.44,46.18,0.00263,0.00197,50.00,0.00001,50.00,0.00001,116.78,0.058,0.8357,F
6672,667,1,26.1100,172.79,36.78,0.01032,0.00400,50.00,0.00200,50.00,0.00176,510.62,0.148,0.2271,F
6673,667,1,7.1600,172.56,150.68,0.00868,0.01034,50.00,0.00166,50.00,0.00074,134.35,0.123,0.2677,F
6681,668,0,10.7000,178.89,169.69,0.00533,0.00400,50.00,0.00001,50.00,0.00044,692.05,0.092,0.1191,F
6682,668,1,28.9700,174.36,131.66,0.01711,0.00400,50.00,0.00897,50.00,0.00875,703.41,0.241,0.0711,F
6683,668,1,8.4800,176.96,210.41,0.04022,0.01424,50.00,0.00176,50.00,0.02130,242.28,0.613,0.7203,F
6691,669,0,11.6800,177.74,183.01,0.01111,0.00683,50.00,0.00118,50.00,0.01110,576.48,0.170,0.3160,F
6692,669,1,4.4900,177.23,175.34,0.02655,0.01566,50.00,0.00434,50.00,0.01888,307.13,0.406,0.3986,F
6693,669,1,1.7200,172.65,317.62,0.01358,0.00600,50.00,0.00194,50.00,0.00001,63.64,0.170,0.4209,F
6702,670,1,20.3600,175.53,92.31,0.01982,0.00400,50.00,0.00371,50.00,0.00898,692.76,0.298,0.5685,F
6703,670,1,28.3800,179.49,209.14,0.01551,0.02321,50.00,0.01127,50.00,0.00462,710.27,0.219,0.4984,F
6711,671,0,10.1100,178.84,80.58,0.00488,0.00341,50.00,0.00059,50.00,0.00017,624.77,0.086,0.3338,F
6712,671,1,8.5200,178.76,24.61,0.00500,0.00200,50.00,0.00200,50.00,0.00096,208.85,0.084,0.4654,F
6713,671,1,10.9900,178.75,143.30,0.00322,0.00483,50.00,0.00118,50.00,0.00074,406.48,0.069,0.4284,F
6721,672,0,11.4200,180.50,203.56,0.01757,0.01903,50.00,0.05166,50.00,0.00364,734.12,0.244,0.4509,F
6722,672,1,15.4100,179.16,71.35,0.00443,0.00283,50.00,0.00352,50.00,0.00068,420.21,0.084,0.6115,F
6723,672,1,16.8800,180.68,217.34,0.02045,0.01503,50.00,0.02091,50.00,0.00750,507.19,0.277,0.6882,F
6732,673,1,2.0900,174.08,147.31,0.03585,0.00917,50.00,0.13117,50.00,0.00038,222.99,0.549,0.6861,F
6733,673,1,2.1100,175.69,213.07,0.07408,0.12970,50.00,0.21641,50.00,0.01544,180.92,1.242,0.8735,F
6742,674,1,8.3100,180.24,78.96,0.04244,0.01200,50.00,0.00201,50.00,0.05708,99.85,0.585,0.6790,F
6743,674,1,22.6700,187.08,238.39,0.08527,0.04021,50.00,0.08361,50.00,0.03641,313.35,1.372,0.7405,F
6751,675,0,11.2500,182.25,203.64,0.00547,0.00200,50.00,0.00401,50.00,0.00302,464.06,0.103,0.6423,F
6752,675,1,25.7800,181.82,53.00,0.01851,0.01000,50.00,0.01303,50.00,0.00189,556.48,0.248,0.5719,F
6753,675,1,14.0500,181.41,213.86,0.01182,0.00400,50.00,0.00669,50.00,0.00341,344.71,0.171,0.6825,F
6761,676,0,11.0100,187.78,225.08,0.04953,0.00566,50.00,0.06926,50.00,0.02176,567.84,0.790,0.7416,F
6762,676,1,16.5500,183.19,130.51,0.01755,0.05821,50.00,0.11221,50.00,0.01124,723.35,0.284,0.2005,F
6763,676,1,34.5100,185.60,222.63,0.05113,0.04300,50.00,0.11785,50.00,0.01617,535.48,0.856,0.8013,F
6771,677,0,10.7300,192.89,249.31,0.04452,0.00517,50.00,0.01117,50.00,0.02798,387.13,0.653,0.3133,F
6772,677,1,0.8800,182.05,165.77,0.18849,0.17774,50.00,0.24511,13.28,0.00001,0.00,3.050,0.6915,F
6773,677,1,0.8600,185.25,291.62,0.19660,0.13079,50.00,0.20232,41.57,0.00001,0.00,3.566,0.8553,F
6781,678,0,10.0900,174.74,206.93,0.04143,0.01014,50.00,0.01380,50.00,0.02576,753.41,0.673,0.3336,F
6782,678,1,3.3400,171.81,142.88,0.00532,0.00800,50.00,0.00394,50.00,0.00001,136.07,0.087,0.6233,F
6783,678,1,2.3500,172.04,270.67,0.01677,0.01594,50.00,0.00001,50.00,0.00001,57.78,0.206,0.6692,F
6791,679,0,11.3800,177.75,193.88,0.06105,0.04497,50.00,0.05222,50.00,0.03173,606.48,1.024,0.3569,F
6792,679,1,18.5300,172.09,102.35,0.00582,0.00200,50.00,0.00400,50.00,0.00195,359.56,0.096,0.3898,F
6793,679,1,27.6200,174.25,237.86,0.04160,0.03800,50.00,0.00200,50.00,0.00018,589.26,0.703,0.5200,F
6802,680,1,20.6900,179.84,101.72,0.08296,0.03055,50.00,0.04340,50.00,0.03861,497.84,1.357,0.4237,F
6803,680,1,53.2300,185.00,247.33,0.10113,0.04012,50.00,0.04285,50.00,0.02668,789.26,1.690,0.3270,F
6812,681,1,20.9400,187.50,102.08,0.08287,0.01200,50.00,0.00400,50.00,0.02378,772.70,1.391,0.4392,F
6813,681,1,7.1600,184.52,265.08,0.12042,0.01737,50.00,0.05420,50.00,0.08027,186.07,2.151,0.7508,F
6821,682,0,11.0500,191.62,115.11,0.04299,0.01317,50.00,0.00483,50.00,0.02173,487.84,0.657,0.3404,F
6822,682,1,11.5500,188.56,63.17,0.08045,0.00634,50.00,0.00980,50.00,0.03469,387.49,1.362,0.5254,F
6823,682,1,7.7100,188.25,187.05,0.09307,0.01073,50.00,0.02733,50.00,0.04662,255.06,1.634,0.6049,F
6832,683,1,1.5900,182.41,146.70,0.12433,0.04354,50.00,0.12804,50.00,0.12396,73.99,2.073,0.8677,F
6833,683,1,1.1700,183.67,304.05,0.15212,0.01966,50.00,0.03343,50.00,0.15719,99.85,2.547,0.8320,F
6842,684,1,0.3100,176.99,121.29,0.13384,0.21267,50.00,0.07728,13.28,0.00001,0.00,1.652,0.7181,F
6843,684,1,1.4600,185.88,256.76,0.11001,0.03763,50.00,0.04977,50.00,0.07451,146.42,1.797,0.5555,F
6851,685,0,10.1300,192.18,60.12,0.02131,0.00824,50.00,0.00576,50.00,0.00969,658.20,0.306,0.4396,F
6852,685,1,5.4300,187.99,35.11,0.12214,0.00941,50.00,0.02224,50.00,0.03185,105.71,2.166,0.6355,F
6853,685,1,11.2100,189.74,195.95,0.06547,0.00400,50.00,0.00200,50.00,0.01566,427.84,1.156,0.4640,F
6862,686,1,12.7900,186.24,72.15,0.11462,0.00766,50.00,0.01414,50.00,0.06980,196.42,1.948,0.6209,F
6863,686,1,20.1800,186.86,250.00,0.11701,0.04200,50.00,0.00600,50.00,0.02252,624.41,2.028,0.3291,F
6872,687,1,8.0900,188.24,16.78,0.08085,0.00342,50.00,0.00308,50.00,0.05528,203.99,1.304,0.6893,F
6873,687,1,16.3800,189.36,183.20,0.05609,0.00683,50.00,0.00669,50.00,0.02538,580.27,0.872,0.5637,F
6882,688,1,0.4600,184.51,12.82,0.12153,0.13095,50.00,0.09889,23.28,0.00001,0.00,1.829,0.6437,F
6883,688,1,1.1700,187.52,184.44,0.07193,0.01303,50.00,0.03869,50.00,0.05638,107.43,1.074,0.7479,F
6891,689,0,10.3200,192.12,63.93,0.02287,0.00834,50.00,0.00966,50.00,0.00906,607.84,0.326,0.2031,F
6892,689,1,3.3700,189.23,292.63,0.07397,0.01346,50.00,0.03248,50.00,0.04399,138.49,1.155,0.5657,F
6893,689,1,10.9900,192.16,80.63,0.04390,0.00800,50.00,0.00308,50.00,0.01563,540.27,0.662,0.4350,F
6902,690,1,11.3700,191.35,28.78,0.04873,0.01117,50.00,0.01414,50.00,0.01817,621.34,0.701,0.4151,F
6903,690,1,6.4300,189.37,210.27,0.05444,0.01151,50.00,0.02551,50.00,0.01752,533.70,0.763,0.4320,F
6912,691,1,0.5000,186.48,21.07,0.12845,0.12200,50.00,0.08192,21.21,0.00001,0.00,1.866,0.7731,F
6913,691,1,2.9500,189.19,164.06,0.04635,0.00600,50.00,0.00683,50.00,0.02422,338.85,0.623,0.5289,F
6921,692,0,12.4000,193.87,81.76,0.02805,0.01703,50.00,0.00766,50.00,0.01212,496.48,0.394,0.3192,F
6922,692,1,1.4700,189.80,5.80,0.07953,0.05675,50.00,0.04706,29.14,0.00001,0.00,1.200,0.6722,F
6923,692,1,1.0300,190.67,152.34,0.09947,0.02600,50.00,0.11148,50.00,0.10449,7.43,1.472,0.8033,F
6932,693,1,7.4000,190.43,40.36,0.05841,0.02054,50.00,0.04475,50.00,0.02980,190.56,0.831,0.7631,F
6933,693,1,3.6400,188.42,219.15,0.05984,0.00600,50.00,0.02200,50.00,0.06164,95.71,0.873,0.8811,F
6942,694,1,6.8500,192.20,51.63,0.03957,0.02829,50.00,0.01977,50.00,0.02105,385.42,0.535,0.6550,F
6943,694,1,0.7800,188.47,230.04,0.06682,0.05800,50.00,0.04131,50.00,0.02482,7.43,0.820,0.8140,F
6951,695,0,10.1100,195.47,75.82,0.00994,0.01366,50.00,0.00703,50.00,0.00504,511.27,0.151,0.6743,F
6952,695,1,30.7400,194.01,65.78,0.01965,0.00800,50.00,0.01000,50.00,0.01254,499.20,0.276,0.6905,F
6953,695,1,4.4000,192.21,209.38,0.03099,0.00600,50.00,0.00001,50.00,0.01286,120.56,0.419,0.6947,F
6961,696,0,12.1600,193.05,152.30,0.01079,0.00600,50.00,0.00600,50.00,0.00687,560.98,0.167,0.4611,F
6962,696,1,1.1300,190.03,86.19,0.04675,0.05224,50.00,0.00844,23.28,0.00001,0.00,0.599,0.6890,F
6963,696,1,2.6200,191.58,230.82,0.03792,0.00317,50.00,0.00766,50.00,0.01804,176.07,0.541,0.7946,F
6972,697,1,0.5400,187.07,143.04,0.05799,0.07754,50.00,0.07052,3.28,0.00001,0.00,0.679,0.6399,F
6973,697,1,0.6000,188.09,305.30,0.07009,0.05812,50.00,0.05114,27.43,0.00001,0.00,0.943,0.9701,F
6981,698,0,10.0200,193.64,127.88,0.00404,0.00600,50.00,0.00517,50.00,0.00114,831.69,0.078,0.2986,F
6982,698,1,3.8700,191.09,103.16,0.03871,0.01083,50.00,0.01971,50.00,0.03173,104.35,0.552,0.7603,F
6983,698,1,10.2300,192.61,217.52,0.01886,0.00200,50.00,0.00200,50.00,0.00596,705.42,0.278,0.4148,F
6992,699,1,15.3600,191.63,115.46,0.03521,0.00200,50.00,0.00001,50.00,0.01472,285.42,0.491,0.5115,F
6993,699,1,27.4400,193.47,249.93,0.03140,0.00517,50.00,0.01014,50.00,0.01419,876.54,0.450,0.6421,F
7001,700,0,15.2900,207.01,296.36,0.00775,0.00717,50.00,0.00283,50.00,0.00137,440.27,0.116,0.2566,F
7002,700,1,38.3400,200.10,187.01,0.02186,0.00766,50.00,0.01452,50.00,0.00875,822.05,0.310,0.5624,F
7003,700,1,19.9700,202.02,282.49,0.03183,0.00848,50.00,0.01614,50.00,0.01568,563.05,0.447,0.7069,F
7011,701,0,11.2800,204.59,227.89,0.03344,0.00600,50.00,0.00435,50.00,0.01300,545.42,0.475,0.4389,F
7012,701,1,8.9600,198.56,190.19,0.03494,0.01566,50.00,0.02180,50.00,0.02160,346.48,0.491,0.7368,F
7013,701,1,19.1600,200.28,274.53,0.03104,0.00283,50.00,0.00152,50.00,0.01480,782.70,0.434,0.6420,F
7021,702,0,10.3800,201.62,212.54,0.01984,0.02342,50.00,0.01327,50.00,0.01470,592.05,0.281,0.7576,F
7022,702,1,17.5100,192.68,169.87,0.03152,0.01117,50.00,0.01911,50.00,0.01322,649.26,0.439,0.5316,F
7023,702,1,13.5400,192.54,273.85,0.03480,0.01034,50.00,0.00414,50.00,0.01658,236.78,0.503,0.7489,F
7031,703,0,10.6200,199.40,215.05,0.02001,0.02400,50.00,0.01000,50.00,0.01436,532.70,0.278,0.7929,F
7032,703,1,11.9600,191.71,139.72,0.04231,0.00800,50.00,0.00435,50.00,0.03148,162.28,0.629,0.6961,F
7033,703,1,18.2200,193.19,269.33,0.03589,0.01014,50.00,0.01054,50.00,0.01025,581.98,0.534,0.6645,F
7042,704,1,21.2300,191.41,151.02,0.06156,0.02717,50.00,0.01800,50.00,0.02180,882.63,0.977,0.5677,F
7043,704,1,7.5000,189.02,291.90,0.10128,0.00917,50.00,0.01580,50.00,0.06759,206.42,1.722,0.5162,F
7052,705,1,0.3900,188.72,115.35,0.01075,0.00400,50.00,0.00001,50.00,0.00001,13.28,0.125,0.7840,F
7053,705,1,0.2600,189.77,266.56,0.07423,0.10400,50.00,0.00001,15.00,0.00001,0.00,0.967,0.8999,F
7062,706,1,1.8500,189.66,130.87,0.03321,0.02235,50.00,0.02220,50.00,0.01200,106.07,0.405,0.6830,F
7063,706,1,5.0000,192.29,226.36,0.04577,0.00834,50.00,0.00766,50.00,0.02204,326.78,0.655,0.6329,F
7071,707,0,10.0800,207.07,269.61,0.01038,0.00400,50.00,0.00235,50.00,0.00376,394.71,0.157,0.1503,F
7072,707,1,4.5900,201.96,130.93,0.03726,0.00600,50.00,0.01235,50.00,0.00424,137.43,0.451,0.5237,F
7073,707,1,7.9400,204.89,247.19,0.01834,0.01648,50.00,0.01966,50.00,0.01861,158.14,0.284,0.6393,F
7081,708,0,10.1000,200.63,171.12,0.03508,0.01151,50.00,0.01903,50.00,0.02219,593.70,0.513,0.6953,F
7082,708,1,3.9000,195.20,160.26,0.05494,0.00600,50.00,0.01400,50.00,0.02349,438.49,0.748,0.6317,F
7083,708,1,1.9300,194.39,272.94,0.07519,0.01014,50.00,0.07809,50.00,0.07612,13.64,1.224,0.9216,F
7092,709,1,2.7200,191.18,145.35,0.06079,0.00766,50.00,0.01489,50.00,0.06753,73.64,0.882,0.6462,F
7093,709,1,4.8200,191.17,309.06,0.05912,0.00834,50.00,0.05583,50.00,0.01537,194.71,0.855,0.7519,F
7101,710,0,13.0000,205.91,188.93,0.03611,0.00542,50.00,0.00659,50.00,0.01340,455.42,0.557,0.4233,F
7102,710,1,7.4100,198.03,115.52,0.08146,0.00766,50.00,0.01048,50.00,0.04376,216.78,1.236,0.7439,F
7103,710,1,15.8400,200.50,228.29,0.06740,0.00600,50.00,0.01000,50.00,0.02486,581.27,1.051,0.5931,F
7112,711,1,18.4500,197.48,186.62,0.05272,0.00634,50.00,0.01117,50.00,0.01901,795.48,0.801,0.6202,F
7113,711,1,6.2900,193.10,308.45,0.04956,0.00600,50.00,0.03551,50.00,0.01991,232.28,0.684,0.4292,F
7122,712,1,13.9300,196.82,139.51,0.06588,0.01151,50.00,0.01228,50.00,0.03125,457.84,0.982,0.7161,F
7123,712,1,8.7500,196.30,290.78,0.07478,0.01166,50.00,0.01614,50.00,0.04576,273.35,1.167,0.7223,F
7132,713,1,10.0300,202.17,87.67,0.05491,0.00717,50.00,0.00683,50.00,0.02359,432.34,0.821,0.6750,F
7133,713,1,26.2300,202.90,204.53,0.04922,0.00542,50.00,0.01527,50.00,0.01290,866.13,0.744,0.5434,F
7141,714,0,10.0300,206.62,146.05,0.01953,0.00951,50.00,0.00449,50.00,0.01020,530.27,0.286,0.2832,F
7142,714,1,5.5100,204.42,97.75,0.05357,0.00600,50.00,0.00552,50.00,0.02436,310.92,0.812,0.6431,F
7143,714,1,1.3300,202.38,236.95,0.10263,0.01146,50.00,0.08089,37.43,0.00001,0.00,1.705,0.8874,F
7151,715,0,10.7500,208.15,253.40,0.01782,0.00551,50.00,0.01428,50.00,0.00584,678.20,0.251,0.3200,F
7152,715,1,4.2600,203.50,88.04,0.09486,0.02121,50.00,0.02650,50.00,0.16386,21.57,1.409,0.7487,F
7153,715,1,14.6800,205.70,225.54,0.05077,0.00824,50.00,0.00176,50.00,0.02535,446.48,0.829,0.6705,F
7162,716,1,14.1600,200.18,160.10,0.06151,0.00848,50.00,0.01545,50.00,0.03530,379.56,0.925,0.6862,F
7163,716,1,19.2900,201.27,293.01,0.06115,0.00424,50.00,0.00966,50.00,0.02506,566.84,0.968,0.5572,F
7172,717,1,5.0000,203.28,120.60,0.06367,0.00551,50.00,0.00717,50.00,0.03648,349.91,0.981,0.6581,F
7173,717,1,2.0100,201.18,271.81,0.08984,0.00931,50.00,0.02343,50.00,0.08395,146.07,1.381,0.9422,F
7182,718,1,3.0100,201.46,95.59,0.08460,0.02200,50.00,0.03360,50.00,0.07718,116.07,1.314,0.8301,F
7183,718,1,1.4900,199.50,255.59,0.09667,0.01434,50.00,0.03833,50.00,0.09653,53.28,1.589,0.9156,F
7192,719,1,52.2400,206.64,80.88,0.03973,0.00751,50.00,0.01794,50.00,0.01244,528.91,0.573,0.4925,F
7193,719,1,50.9100,207.02,230.59,0.03662,0.00200,50.00,0.00108,50.00,0.00895,630.98,0.536,0.5150,F
7201,720,0,11.5900,215.17,100.49,0.01324,0.01454,50.00,0.02164,50.00,0.00830,516.84,0.193,0.7933,F
7202,720,1,25.7600,213.22,83.98,0.02154,0.02000,50.00,0.01000,50.00,0.01018,731.69,0.289,0.6000,F
7203,720,1,18.1100,212.07,181.88,0.01604,0.01735,50.00,0.02402,50.00,0.00494,797.13,0.223,0.2836,F
7211,721,0,15.6600,210.34,210.86,0.00853,0.00683,50.00,0.00118,50.00,0.00431,599.20,0.135,0.4010,F
7212,721,1,3.7200,209.53,187.89,0.01695,0.00542,50.00,0.00693,50.00,0.00997,275.06,0.234,0.6463,F
7213,721,1,2.1700,209.03,339.09,0.02442,0.00566,50.00,0.01863,50.00,0.03352,39.85,0.345,0.8706,F
7221,722,0,10.1700,207.01,209.52,0.02512,0.02000,50.00,0.01503,50.00,0.01729,460.27,0.352,0.4204,F
7222,722,1,2.5000,202.99,159.94,0.04794,0.01800,50.00,0.01434,50.00,0.02875,208.14,0.696,0.8694,F
7223,722,1,4.1300,203.19,281.90,0.04476,0.01414,50.00,0.02088,50.00,0.03938,188.14,0.654,0.7992,F
7231,723,0,10.3000,206.76,306.19,0.02211,0.01414,50.00,0.01557,50.00,0.01172,406.48,0.310,0.3894,F
7232,723,1,6.5900,203.54,178.54,0.05265,0.01521,50.00,0.02890,50.00,0.02800,192.63,0.763,0.7393,F
7233,723,1,17.5000,205.40,303.13,0.04927,0.01166,50.00,0.02194,50.00,0.01824,661.69,0.761,0.3692,F
7241,724,0,10.0000,206.87,243.12,0.02119,0.01200,50.00,0.00400,50.00,0.01218,487.84,0.298,0.4284,F
7242,724,1,8.7200,203.92,225.62,0.05682,0.00917,50.00,0.01917,50.00,0.05962,161.57,0.842,0.7956,F
7243,724,1,17.0700,205.19,349.71,0.03401,0.00883,50.00,0.00669,50.00,0.01450,389.20,0.547,0.5362,F
7252,725,1,25.0300,197.50,198.72,0.04589,0.01673,50.00,0.02052,50.00,0.01630,772.40,0.675,0.5775,F
7253,725,1,7.7300,194.64,354.81,0.06467,0.00541,50.00,0.00810,50.00,0.02825,202.63,0.999,0.6088,F
7261,726,0,11.4300,203.28,204.74,0.02228,0.00400,50.00,0.01014,50.00,0.01360,580.62,0.307,0.6156,F
7262,726,1,1.8800,196.43,153.67,0.06386,0.03771,50.00,0.01545,33.28,0.00001,0.00,0.917,0.7293,F
7263,726,1,5.2800,199.49,251.22,0.03511,0.01321,50.00,0.01707,50.00,0.01517,480.27,0.522,0.5436,F
7271,727,0,10.7600,205.63,223.72,0.01769,0.00951,50.00,0.00249,50.00,0.01049,591.99,0.248,0.6240,F
7272,727,1,11.6800,199.42,209.91,0.02873,0.01321,50.00,0.01907,50.00,0.01615,537.90,0.379,0.6478,F
7273,727,1,34.0400,201.28,305.38,0.02851,0.02263,50.00,0.02497,50.00,0.01307,797.19,0.391,0.6924,F
7281,728,0,10.0500,195.44,289.63,0.01574,0.00800,50.00,0.00401,50.00,0.00728,515.06,0.230,0.3767,F
