NITA,WARNING,    2,Soil ID "GdUXB",soil name "Blount",layer depth "94.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GdUXB",soil name "Pewamo",layer depth "145.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GdUXB",soil name "Blount",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GdUXB",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GdUXB",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GdUXB",soil name "Blount",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GdUXB",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GgM5B3",soil name "Blount",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GgM5B3",soil name "Glynwood",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GgM5B3",soil name "Pewamo",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Shoals",layer depth "20.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Genesee",layer depth "20.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Shoals",layer depth "20.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Eel",layer depth "23.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Sloan",layer depth "30.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Eel",layer depth "38.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Genesee",layer depth "81.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Shoals",layer depth "91.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Sloan",layer depth "106.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Eel",layer depth "135.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Eel",layer depth "183.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Shoals",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Genesee",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Genesee",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Sloan",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "Gn",soil name "Shoals",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GuA",soil name "Genesee",layer depth "20.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GuA",soil name "Sloan",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
NITA,WARNING,    2,Soil ID "GuA",soil name "Genesee",layer depth "200.", This record has a duplicate soil layer depth with that of the previous soil layer. This record will be ignored.
